customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
1701,5.0,5,1420.68,4,2,1,421,Platinum,53141 Merrick Street,2064,NSW,Australia,12,Male,11,1963-04-24,Manufacturing,High Net Worth,No,17.0,60.42521416480216,50-64
1702,14.0,7,2185.44,4,3,2,432,Platinum,51 Hollow Ridge Terrace,2768,NSW,Australia,9,Male,14,1956-04-03,Health,Mass Customer,No,17.0,67.48080052181155,65-79
1703,3.0,4,761.47,4,1,1,411,Gold,38233 Boyd Alley,3976,VIC,Australia,6,Female,14,1991-04-01,Telecommunications,Mass Customer,Yes,3.0,32.48761106549143,20-34
1704,119.0,2,1678.3900000000003,1,1,1,111,Bronze,21800 Duke Parkway,3219,VIC,Australia,3,Male,96,1962-10-22,IT,High Net Worth,No,12.0,60.92898905408805,50-64
1705,15.0,4,2109.79,4,1,2,412,Platinum,3 Buena Vista Pass,4209,QLD,Australia,5,Female,1,1979-08-14,Financial Services,Mass Customer,Yes,9.0,44.11824003117861,35-49
1706,2.0,8,4666.64,4,4,4,444,Platinum,11 Victoria Place,2036,NSW,Australia,11,Male,32,1961-08-19,Financial Services,High Net Worth,Yes,10.0,62.10355116008612,50-64
1707,17.0,9,3463.54,4,4,3,443,Platinum,78 Colorado Park,4105,QLD,Australia,8,Male,18,1994-01-02,Financial Services,High Net Worth,No,7.0,29.730538709454002,20-34
1708,258.0,4,2225.03,1,1,2,112,Bronze,39846 Springs Crossing,2154,NSW,Australia,10,Female,39,1988-12-30,Property,High Net Worth,No,20.0,34.73817062523599,35-49
1709,4.0,5,2059.0,4,2,2,422,Platinum,8 Talisman Avenue,2211,NSW,Australia,10,Male,36,1974-09-30,Health,Affluent Customer,No,6.0,48.98897659661117,35-49
1710,80.0,4,1638.52,2,1,1,211,Bronze,147 Waubesa Point,2094,NSW,Australia,12,Female,49,1954-06-30,Health,High Net Worth,No,17.0,69.24127472730515,65-79
1711,41.0,7,2769.4500000000003,3,3,2,332,Gold,2 Dwight Point,4133,QLD,Australia,5,Female,81,1993-09-26,Manufacturing,High Net Worth,Yes,7.0,29.99885359613888,20-34
1712,286.0,2,781.41,1,1,1,111,Bronze,62 Mallard Avenue,3437,VIC,Australia,7,Female,63,1976-10-12,Health,High Net Worth,Yes,7.0,46.954711690418705,35-49
1713,6.0,7,3889.18,4,3,3,433,Platinum,9 Onsgard Court,3170,VIC,Australia,9,Female,89,1988-11-08,Retail,High Net Worth,Yes,21.0,34.880541789599384,35-49
1714,38.0,6,3372.1299999999997,3,2,3,323,Gold,20415 Clyde Gallagher Parkway,2333,NSW,Australia,5,Female,80,1998-06-26,Property,High Net Worth,Yes,4.0,25.251322846020805,20-34
1715,102.0,3,629.29,1,1,1,111,Bronze,32 Hagan Junction,2570,NSW,Australia,9,Male,41,1988-06-01,Entertainment,Mass Customer,Yes,12.0,35.31860691071755,35-49
1716,134.0,2,1444.78,1,1,1,111,Bronze,5 Spohn Alley,2121,NSW,Australia,11,Female,42,1987-01-30,Telecommunications,Affluent Customer,No,5.0,36.65470553012794,35-49
1717,46.0,4,1951.0700000000002,2,1,2,212,Silver,8 Scott Street,3205,VIC,Australia,8,Male,96,1978-11-14,Manufacturing,Mass Customer,No,6.0,44.865688644086475,35-49
1718,24.0,5,1539.11,3,2,1,321,Gold,02862 Esker Crossing,2173,NSW,Australia,9,Female,13,1994-04-19,Financial Services,High Net Worth,Yes,4.0,29.437582659706234,20-34
1719,19.0,5,2228.2999999999997,3,2,2,322,Gold,03 Lillian Street,3071,VIC,Australia,8,Male,71,1973-07-04,Financial Services,High Net Worth,No,18.0,50.22924847077696,50-64
1720,23.0,5,3538.0499999999997,3,2,3,323,Gold,644 Karstens Place,3040,VIC,Australia,11,Female,96,1986-10-06,Financial Services,Mass Customer,Yes,13.0,36.97230274293861,35-49
1721,0.0,7,3766.3500000000004,4,3,3,433,Platinum,0 Graedel Drive,4817,QLD,Australia,4,Female,82,1980-10-22,Financial Services,High Net Worth,No,14.0,42.927250483138614,35-49
1722,4.0,9,8086.75,4,4,4,444,Platinum,86 Menomonie Plaza,2290,NSW,Australia,4,Male,52,1963-07-17,Financial Services,Mass Customer,No,4.0,60.19522997621513,50-64
1724,103.0,4,958.5800000000002,1,1,1,111,Bronze,5676 Golf View Junction,2137,NSW,Australia,12,Female,28,1999-01-24,Entertainment,High Net Worth,Yes,4.0,24.67088656053924,20-34
1725,60.0,8,5652.16,2,4,4,244,Silver,2 Mcguire Terrace,2323,NSW,Australia,7,Female,80,1979-07-19,Manufacturing,High Net Worth,Yes,16.0,44.189425613360314,35-49
1726,9.0,8,5084.42,4,4,4,444,Platinum,773 Tomscot Plaza,2203,NSW,Australia,10,Female,41,1973-08-06,Financial Services,High Net Worth,No,11.0,50.13889753954634,50-64
1727,71.0,7,3036.0499999999997,2,3,3,233,Silver,5 Fisk Way,2230,NSW,Australia,12,Male,43,1978-05-10,Entertainment,High Net Worth,No,6.0,45.380415161400315,35-49
1728,45.0,7,3684.49,2,3,3,233,Silver,0 Pierstorff Place,2770,NSW,Australia,8,Male,41,1977-05-04,Financial Services,Affluent Customer,No,22.0,46.39617866099305,35-49
1729,58.0,7,3005.33,2,3,3,233,Silver,25253 Straubel Trail,2153,NSW,Australia,10,Female,37,1987-11-16,Argiculture,High Net Worth,No,7.0,35.86071249810127,35-49
1730,20.0,3,418.0400000000001,3,1,1,311,Silver,752 Nevada Circle,2089,NSW,Australia,10,Female,29,1985-12-21,Financial Services,Mass Customer,No,20.0,37.76355786795828,35-49
1731,43.0,11,3521.29,3,4,3,343,Gold,0672 Mitchell Terrace,4161,QLD,Australia,5,Female,26,1959-03-11,Health,High Net Worth,Yes,19.0,64.54576421031987,65-79
1732,97.0,5,2263.3900000000003,1,2,2,122,Bronze,78 Parkside Trail,3046,VIC,Australia,8,Male,95,1978-07-07,Argiculture,Mass Customer,Yes,10.0,45.22161655499498,35-49
1733,53.0,5,3170.4799999999996,2,2,3,223,Silver,7962 Dottie Park,2284,NSW,Australia,5,Male,10,1986-05-26,Financial Services,High Net Worth,No,20.0,37.33644437486808,35-49
1734,25.0,2,923.0,3,1,1,311,Silver,0 Westport Center,4558,QLD,Australia,4,Female,88,1977-10-10,Retail,Mass Customer,Yes,11.0,45.960851446881875,35-49
1735,65.0,5,2560.9300000000003,2,2,2,222,Silver,63862 Dawn Park,4655,QLD,Australia,2,Male,7,1966-09-07,Health,Mass Customer,No,8.0,57.05211273219232,50-64
1736,54.0,6,3759.2799999999997,2,2,3,223,Silver,2538 Gateway Pass,4152,QLD,Australia,4,Male,83,1998-05-10,IT,Affluent Customer,No,4.0,25.380004475349267,20-34
1737,45.0,3,3531.0899999999997,2,1,3,213,Silver,33006 Petterle Trail,4121,QLD,Australia,8,Female,21,1976-09-06,Property,Affluent Customer,Yes,13.0,47.053276342670294,35-49
1738,21.0,5,1841.07,3,2,1,321,Gold,0130 Loeprich Lane,3808,VIC,Australia,9,Male,39,1985-04-24,Argiculture,High Net Worth,Yes,14.0,38.423393456642515,35-49
1739,37.0,4,2395.71,3,1,2,312,Gold,0 Warner Road,2680,NSW,Australia,4,Male,20,1954-10-06,Entertainment,Mass Customer,No,7.0,68.97295984062029,65-79
1741,64.0,4,2725.13,2,1,2,212,Silver,27 Evergreen Terrace,2261,NSW,Australia,9,Male,18,1994-07-11,Financial Services,High Net Worth,No,3.0,29.210336378126186,20-34
1743,86.0,7,4448.07,1,3,4,134,Bronze,4912 Lukken Way,4570,QLD,Australia,3,Male,80,1981-07-25,Manufacturing,Affluent Customer,Yes,8.0,42.17158814920978,35-49
1744,109.0,3,539.2499999999999,1,1,1,111,Bronze,89 Cherokee Road,4211,QLD,Australia,8,Female,41,1972-01-21,Financial Services,High Net Worth,No,12.0,51.68033918448087,50-64
1745,5.0,12,3164.4700000000003,4,4,3,443,Platinum,4216 Annamark Pass,4300,QLD,Australia,4,Female,37,1955-08-23,Financial Services,Mass Customer,Yes,6.0,68.09409169137697,65-79
1746,105.0,6,3706.41,1,2,3,123,Bronze,6 Forest Dale Parkway,4017,QLD,Australia,4,Male,58,1962-01-05,IT,High Net Worth,No,6.0,61.72298208611472,50-64
1747,190.0,4,995.38,1,1,1,111,Bronze,1 Namekagon Parkway,4075,QLD,Australia,5,Male,46,1987-03-14,Financial Services,Affluent Customer,No,14.0,36.53697552882743,35-49
1748,2.0,10,4973.950000000001,4,4,4,444,Platinum,09810 Dayton Hill,4035,QLD,Australia,8,Male,83,1956-06-07,Manufacturing,Mass Customer,Yes,10.0,67.3028365663573,65-79
1749,81.0,3,1820.71,2,1,1,211,Bronze,85 Magdeline Crossing,3149,VIC,Australia,9,Female,66,1980-10-22,Telecommunications,High Net Worth,No,4.0,42.927250483138614,35-49
1750,55.0,6,5227.9800000000005,2,2,4,224,Silver,7 Laurel Avenue,2125,NSW,Australia,12,Male,14,1959-05-13,Entertainment,Mass Customer,Yes,16.0,64.37327606887959,65-79
1751,12.0,4,1714.84,4,1,1,411,Gold,441 Old Shore Circle,2131,NSW,Australia,11,Female,49,1969-03-23,Health,Mass Customer,No,4.0,54.511335029706984,50-64
1753,27.0,4,2093.21,3,1,2,312,Gold,3483 Burrows Hill,2137,NSW,Australia,11,Female,6,1997-10-12,Health,High Net Worth,Yes,1.0,25.95496494681685,20-34
1754,142.0,5,3519.51,1,2,3,123,Bronze,84707 Harper Circle,3114,VIC,Australia,10,Female,24,1965-11-27,Retail,Mass Customer,Yes,15.0,57.82967832217706,50-64
1755,48.0,6,3451.34,2,2,3,223,Silver,78 Jackson Point,2047,NSW,Australia,11,Female,38,1986-08-23,Property,Mass Customer,No,20.0,37.0927706512461,35-49
1757,229.0,1,827.1599999999999,1,1,1,111,Bronze,73425 Mitchell Court,4304,QLD,Australia,3,Male,68,1966-03-03,IT,High Net Worth,No,7.0,57.56683924950616,50-64
1758,2.0,7,1764.85,4,3,1,431,Platinum,4 5th Circle,2800,NSW,Australia,2,Female,16,1971-10-28,Argiculture,Mass Customer,Yes,6.0,51.91306128007489,50-64
1759,18.0,6,2828.17,3,2,2,322,Gold,096 Anniversary Point,2030,NSW,Australia,12,Male,52,1969-06-02,Financial Services,High Net Worth,No,15.0,54.3169436322108,50-64
1760,12.0,7,3666.94,4,3,3,433,Platinum,7714 Heffernan Circle,3130,VIC,Australia,8,Female,68,1966-04-27,Health,High Net Worth,No,15.0,57.41625436412179,50-64
1761,18.0,5,3258.95,3,2,3,323,Gold,2 Portage Avenue,2170,NSW,Australia,9,Female,96,1974-08-29,Manufacturing,Mass Customer,Yes,14.0,49.0765896208348,50-64
1762,21.0,12,5870.929999999999,3,4,4,344,Gold,636 Debs Circle,3039,VIC,Australia,9,Female,49,1978-04-30,Health,Mass Customer,Yes,18.0,45.4077942314702,35-49
1763,9.0,7,3434.3799999999997,4,3,3,433,Platinum,08731 Coleman Lane,3352,VIC,Australia,6,Female,96,1994-10-30,Manufacturing,Affluent Customer,Yes,7.0,28.906428700350464,20-34
1767,4.0,5,3152.29,4,2,3,423,Platinum,3 Nevada Road,4215,QLD,Australia,3,Female,28,1959-03-10,Manufacturing,Affluent Customer,Yes,19.0,64.54850211732686,65-79
1768,92.0,2,1821.0700000000002,1,1,1,111,Bronze,01 Havey Drive,2099,NSW,Australia,12,Male,36,1974-02-09,Manufacturing,High Net Worth,No,13.0,49.62690892923949,50-64
1771,39.0,6,2670.1499999999996,3,2,2,322,Gold,410 Hoepker Pass,4123,QLD,Australia,5,Female,1,1974-11-01,Manufacturing,Mass Customer,Yes,14.0,48.90136357238753,35-49
1772,168.0,4,1648.05,1,1,1,111,Bronze,6 Reinke Street,2768,NSW,Australia,10,Male,98,1984-07-07,Financial Services,High Net Worth,Yes,14.0,39.22012439567617,35-49
1774,97.0,4,1168.78,1,1,1,111,Bronze,6 Hansons Park,2145,NSW,Australia,7,Male,48,1978-11-01,Financial Services,Mass Customer,Yes,18.0,44.901281435177324,35-49
1775,52.0,6,3695.64,2,2,3,223,Silver,5394 Dryden Terrace,3149,VIC,Australia,11,Female,73,1995-10-01,Financial Services,Affluent Customer,No,3.0,27.986491946002324,20-34
1776,34.0,7,3510.7400000000002,3,3,3,333,Gold,56 Bultman Parkway,4721,QLD,Australia,1,Male,77,1978-08-26,Financial Services,Affluent Customer,No,10.0,45.084721204645554,35-49
1777,70.0,7,2651.76,2,3,2,232,Silver,835 West Hill,2118,NSW,Australia,11,Female,47,1994-05-02,Retail,Affluent Customer,No,1.0,29.401989868615384,20-34
1779,129.0,6,5042.0,1,2,4,124,Bronze,6238 Hanover Crossing,3141,VIC,Australia,7,Male,55,1996-11-19,Argiculture,Affluent Customer,No,5.0,26.850260538102095,20-34
1782,81.0,6,3622.1000000000004,2,2,3,223,Silver,162 Golf View Hill,2011,NSW,Australia,6,Male,47,1966-12-22,Health,Affluent Customer,Yes,9.0,56.76189458945154,50-64
1783,49.0,12,6331.35,2,4,4,244,Silver,7389 Union Place,2745,NSW,Australia,8,Male,55,1995-07-30,Retail,Mass Customer,Yes,7.0,28.1589800874426,20-34
1784,71.0,4,1239.2799999999997,2,1,1,211,Bronze,07 Miller Pass,2017,NSW,Australia,9,Female,37,1994-10-15,Manufacturing,Mass Customer,Yes,6.0,28.94749730545529,20-34
1785,34.0,6,2827.73,3,2,2,322,Gold,30 Delladonna Plaza,3046,VIC,Australia,8,Male,23,1960-12-10,Health,Mass Customer,No,19.0,62.79350372584722,50-64
1786,174.0,2,963.6199999999999,1,1,1,111,Bronze,7395 Blackbird Lane,2134,NSW,Australia,9,Female,70,1962-03-20,Argiculture,High Net Worth,Yes,11.0,61.520376967597564,50-64
1787,0.0,6,4865.49,4,2,4,424,Platinum,79427 Hudson Trail,3677,VIC,Australia,1,Male,2,1976-11-21,Retail,High Net Worth,Yes,13.0,46.84519541013916,35-49
1788,29.0,9,4979.39,3,4,4,344,Gold,67 Hooker Place,2380,NSW,Australia,5,Female,79,1964-08-10,Financial Services,High Net Worth,Yes,10.0,59.12744624348961,50-64
1789,60.0,3,2066.6600000000003,2,1,2,212,Silver,0380 Chinook Avenue,2047,NSW,Australia,12,Female,44,1986-08-29,Property,Mass Customer,No,9.0,37.07634320920417,35-49
1790,32.0,5,2258.68,3,2,2,322,Gold,4092 Brentwood Trail,2147,NSW,Australia,10,Male,90,1993-09-25,Health,Affluent Customer,No,1.0,30.001591503145868,20-34
1791,117.0,6,2595.16,1,2,2,122,Bronze,613 Mayfield Trail,4012,QLD,Australia,6,Female,20,1974-12-25,IT,Affluent Customer,Yes,19.0,48.75351659401016,35-49
1792,6.0,10,5020.67,4,4,4,444,Platinum,2 Spohn Court,2750,NSW,Australia,9,Male,1,1988-04-07,Financial Services,Mass Customer,No,15.0,35.46919179610192,35-49
1793,60.0,6,4960.360000000001,2,2,4,224,Silver,05239 Springs Circle,3030,VIC,Australia,7,Male,19,1989-06-14,Financial Services,Mass Customer,Yes,2.0,34.28367806207589,35-49
1794,1.0,5,1788.93,4,2,1,421,Platinum,59 Old Gate Drive,4878,QLD,Australia,5,Female,53,1969-03-10,Property,Mass Customer,No,8.0,54.54692782079784,50-64
1795,3.0,6,2882.84,4,2,3,423,Platinum,31186 Hoard Junction,2015,NSW,Australia,12,Male,40,1977-09-21,Manufacturing,Affluent Customer,No,7.0,46.01287168001466,35-49
1796,122.0,2,221.12,1,1,1,111,Bronze,2 Crest Line Crossing,2072,NSW,Australia,9,Female,79,1969-11-28,Manufacturing,High Net Worth,Yes,8.0,53.82685827795986,50-64
1798,13.0,7,2934.7599999999998,4,3,3,433,Platinum,93 Lakeland Court,3810,VIC,Australia,6,Female,46,2000-10-11,Manufacturing,High Net Worth,Yes,1.0,22.956956774164436,20-34
1800,171.0,4,3242.61,1,1,3,113,Bronze,79737 Hollow Ridge Trail,2199,NSW,Australia,9,Female,30,1955-09-23,Argiculture,High Net Worth,No,11.0,68.00921657416033,65-79
1801,65.0,8,4098.59,2,4,3,243,Silver,95465 Union Plaza,4055,QLD,Australia,7,Male,48,1976-12-23,Manufacturing,Affluent Customer,No,21.0,46.75758238591553,35-49
1802,13.0,8,5035.8,4,4,4,444,Platinum,66238 Old Gate Circle,4157,QLD,Australia,9,Female,3,1973-04-11,Manufacturing,Mass Customer,No,7.0,50.459232659364,50-64
1804,31.0,3,2156.17,3,1,2,312,Gold,3 Mallard Center,2251,NSW,Australia,8,Female,91,1963-03-28,Property,Affluent Customer,No,4.0,60.49913765399085,50-64
1805,90.0,4,634.6500000000001,1,1,1,111,Bronze,31 Eastwood Circle,2460,NSW,Australia,3,Female,90,1976-10-15,Financial Services,Mass Customer,No,12.0,46.94649796939774,35-49
1808,76.0,7,7965.28,2,3,4,234,Silver,21969 Lawn Court,2095,NSW,Australia,9,Male,98,1965-12-15,Retail,High Net Worth,No,17.0,57.78039599605126,50-64
1809,27.0,6,3918.15,3,2,3,323,Gold,7 Erie Court,2263,NSW,Australia,7,Female,67,1961-01-26,Health,Mass Customer,Yes,19.0,62.66482209651876,50-64
1810,6.0,2,168.45,4,1,1,411,Gold,0724 Oxford Crossing,2146,NSW,Australia,9,Male,98,1959-05-06,Manufacturing,High Net Worth,No,16.0,64.39244141792851,65-79
1811,32.0,8,6493.8,3,4,4,344,Gold,1 Monterey Terrace,2011,NSW,Australia,12,Male,59,1999-10-13,Financial Services,Mass Customer,No,1.0,23.953554924708254,20-34
1812,22.0,10,4084.28,3,4,3,343,Gold,75 Duke Plaza,2147,NSW,Australia,9,Female,20,1959-07-11,Health,Affluent Customer,No,14.0,64.21173955546728,65-79
1813,18.0,6,2137.45,3,2,2,322,Gold,156 Lakeland Way,4035,QLD,Australia,9,Female,45,2001-05-19,Manufacturing,Mass Customer,No,1.0,22.354617232626964,20-34
1814,51.0,6,2459.73,2,2,2,222,Silver,91 Mosinee Point,2166,NSW,Australia,5,Female,33,1988-08-18,Retail,Affluent Customer,No,17.0,35.10505016417245,35-49
1815,11.0,5,1964.0800000000002,4,2,2,422,Platinum,1508 Hooker Avenue,2000,NSW,Australia,8,Female,23,1954-03-26,Argiculture,Mass Customer,Yes,19.0,69.50411379997605,65-79
1816,80.0,5,3352.53,2,2,3,223,Silver,3202 Ridge Oak Alley,4121,QLD,Australia,9,Female,68,1977-02-25,Argiculture,Mass Customer,No,18.0,46.58235633746827,35-49
1818,24.0,7,4516.55,3,3,4,334,Gold,42952 Fairfield Center,3012,VIC,Australia,8,Female,64,1967-04-01,Entertainment,Mass Customer,Yes,11.0,56.48810388875269,50-64
1819,252.0,2,763.9000000000001,1,1,1,111,Bronze,1 Garrison Street,3103,VIC,Australia,12,Female,26,1994-11-23,Entertainment,Mass Customer,Yes,8.0,28.84071893218274,20-34
1820,35.0,9,4883.79,3,4,4,344,Gold,013 Armistice Street,2769,NSW,Australia,10,Male,12,1996-04-02,IT,Affluent Customer,No,5.0,27.48271705671644,20-34
1821,24.0,12,7335.889999999999,3,4,4,344,Gold,3201 Canary Center,2540,NSW,Australia,9,Male,89,1972-03-09,Entertainment,High Net Worth,Yes,15.0,51.54891964814542,50-64
1822,2.0,5,848.7399999999999,4,2,1,421,Platinum,4365 Basil Junction,2539,NSW,Australia,7,Female,67,1962-09-18,Financial Services,Mass Customer,No,9.0,61.022077892325655,50-64
1824,12.0,7,3263.7000000000003,4,3,3,433,Platinum,2364 Dovetail Way,3048,VIC,Australia,6,Female,12,1959-10-12,Manufacturing,Affluent Customer,Yes,5.0,63.95711420381734,50-64
1825,40.0,6,4977.7699999999995,3,2,4,324,Gold,738 Sloan Place,3212,VIC,Australia,5,Male,82,1967-02-14,Financial Services,Mass Customer,Yes,17.0,56.61404761107416,50-64
1826,40.0,7,3405.78,3,3,3,333,Gold,318 Jenifer Alley,2119,NSW,Australia,11,Male,33,1961-01-10,Manufacturing,High Net Worth,Yes,7.0,62.708628608630576,50-64
1827,38.0,5,3619.13,3,2,3,323,Gold,6395 Anthes Hill,4504,QLD,Australia,4,Female,92,1978-01-15,Retail,Affluent Customer,Yes,18.0,45.695274467203994,35-49
1828,150.0,3,757.2499999999999,1,1,1,111,Bronze,36516 Forster Lane,4034,QLD,Australia,7,Female,65,1987-12-02,Manufacturing,Affluent Customer,No,14.0,35.81690598598946,35-49
1830,13.0,8,4578.9,4,4,4,444,Platinum,717 Oakridge Way,2117,NSW,Australia,8,Male,98,1985-04-30,Manufacturing,High Net Worth,No,12.0,38.406966014600584,35-49
1831,165.0,8,2147.2999999999997,1,4,2,142,Bronze,16405 Doe Crossing Parkway,3630,VIC,Australia,3,Male,58,1977-11-13,Health,Mass Customer,No,15.0,45.86776260864427,35-49
1832,84.0,8,5739.57,2,4,4,244,Silver,16 Monument Place,4701,QLD,Australia,3,Female,53,1964-11-05,Manufacturing,Mass Customer,Yes,12.0,58.88924833388161,50-64
1833,10.0,5,2441.37,4,2,2,422,Platinum,99841 Talisman Street,4224,QLD,Australia,3,Male,67,1967-03-15,Financial Services,High Net Worth,Yes,19.0,56.53464830787149,50-64
1834,126.0,4,4434.93,1,1,4,114,Bronze,21 Duke Hill,4344,QLD,Australia,4,Male,84,1977-06-30,Financial Services,High Net Worth,Yes,11.0,46.240117961594706,35-49
1835,25.0,6,1039.0299999999997,3,2,1,321,Gold,891 Anderson Parkway,2009,NSW,Australia,10,Male,48,1993-06-30,Financial Services,Affluent Customer,Yes,1.0,30.239789412753865,20-34
1836,166.0,2,1219.8600000000001,1,1,1,111,Bronze,9446 Holmberg Court,2133,NSW,Australia,11,Female,54,1955-06-05,Health,Mass Customer,Yes,13.0,68.31038634492907,65-79
1837,35.0,7,4515.25,3,3,4,334,Gold,46512 Cambridge Avenue,2759,NSW,Australia,8,Male,9,1973-12-29,Manufacturing,Mass Customer,Yes,19.0,49.741901023533,50-64
1838,49.0,5,4691.450000000001,2,2,4,224,Silver,54250 Welch Pass,3145,VIC,Australia,11,Female,14,1964-11-25,Financial Services,Affluent Customer,Yes,12.0,58.83449019374184,50-64
1839,49.0,7,2784.0,2,3,2,232,Silver,734 South Court,4152,QLD,Australia,8,Female,60,1987-05-08,Entertainment,High Net Worth,Yes,5.0,36.386390643443065,35-49
1840,98.0,7,2259.16,1,3,2,132,Bronze,769 Banding Avenue,2151,NSW,Australia,10,Male,22,1977-11-04,Argiculture,High Net Worth,Yes,20.0,45.892403771707166,35-49
1841,36.0,4,1677.0800000000002,3,1,1,311,Silver,2590 Northport Hill,2070,NSW,Australia,11,Male,63,1995-10-22,Argiculture,Affluent Customer,No,2.0,27.928995898855565,20-34
1842,211.0,5,3055.85,1,2,3,123,Bronze,9649 Cascade Way,2250,NSW,Australia,8,Male,89,1977-02-27,Financial Services,Mass Customer,No,8.0,46.57688052345429,35-49
1845,21.0,7,4572.889999999999,3,3,4,334,Gold,4 Sunnyside Crossing,2125,NSW,Australia,12,Male,34,1978-01-16,Financial Services,Mass Customer,No,6.0,45.692536560197006,35-49
1846,333.0,1,356.5,1,1,1,111,Bronze,8 Hoffman Alley,3181,VIC,Australia,10,Female,4,1978-12-18,Manufacturing,Affluent Customer,No,7.0,44.77259980584886,35-49
1847,32.0,3,1919.8300000000002,3,1,2,312,Gold,894 Duke Crossing,2665,NSW,Australia,1,Female,68,1978-02-04,Manufacturing,Mass Customer,No,6.0,45.64051632706422,35-49
1848,42.0,6,4456.95,3,2,4,324,Gold,01714 Claremont Center,2474,NSW,Australia,3,Male,22,1976-11-25,Manufacturing,Mass Customer,No,9.0,46.83424378211121,35-49
1849,136.0,6,4077.26,1,2,3,123,Bronze,6809 Maple Park,3023,VIC,Australia,8,Male,6,1958-07-01,Retail,Mass Customer,Yes,5.0,65.23845468308797,65-79
1850,44.0,7,5159.719999999999,3,3,4,334,Gold,95294 Karstens Park,2155,NSW,Australia,9,Male,4,1978-05-16,Manufacturing,High Net Worth,No,7.0,45.363987719358384,35-49
1852,97.0,5,4641.27,1,2,4,124,Bronze,14 Westport Pass,3029,VIC,Australia,6,Female,22,1978-01-21,Manufacturing,Affluent Customer,No,18.0,45.678847025162064,35-49
1855,22.0,4,2257.8099999999995,3,1,2,312,Gold,0 Prairie Rose Place,3802,VIC,Australia,7,Male,2,1971-07-08,Entertainment,Mass Customer,Yes,18.0,52.219706864857606,50-64
1856,127.0,2,253.81000000000003,1,1,1,111,Bronze,56145 Porter Lane,2010,NSW,Australia,10,Female,57,1969-07-20,Retail,Mass Customer,No,4.0,54.18552409587535,50-64
1857,87.0,5,3429.5099999999998,1,2,3,123,Bronze,509 Ridgeway Junction,3166,VIC,Australia,10,Male,57,1968-09-20,Manufacturing,Affluent Customer,Yes,5.0,55.01510991899287,50-64
1858,21.0,8,5387.47,3,4,4,344,Gold,41 Eagan Junction,2570,NSW,Australia,8,Female,30,1957-04-26,Manufacturing,High Net Worth,Yes,11.0,66.4184926031,65-79
1859,76.0,5,2355.59,2,2,2,222,Silver,5290 Lunder Park,2287,NSW,Australia,7,Female,81,1990-04-08,IT,High Net Worth,Yes,12.0,33.467781773993316,20-34
1860,11.0,6,4503.35,4,2,4,424,Platinum,52425 Prairie Rose Road,4500,QLD,Australia,6,Female,4,1976-12-28,Manufacturing,Mass Customer,Yes,17.0,46.74389285088059,35-49
1861,29.0,6,3793.8100000000004,3,2,3,323,Gold,7939 Toban Crossing,2770,NSW,Australia,7,Female,26,1967-07-18,Manufacturing,Mass Customer,Yes,8.0,56.19240993199793,50-64
1862,74.0,7,3020.1,2,3,3,233,Silver,0672 Lyons Pass,2153,NSW,Australia,10,Female,24,1980-06-29,Health,High Net Worth,Yes,4.0,43.24210978894229,35-49
1863,24.0,6,6524.34,3,2,4,324,Gold,904 Mandrake Parkway,2820,NSW,Australia,1,Male,10,1978-05-11,Telecommunications,High Net Worth,No,20.0,45.377677254393326,35-49
1864,24.0,11,3081.07,3,4,3,343,Gold,3007 Summer Ridge Street,4511,QLD,Australia,7,Female,45,1960-07-03,Retail,Mass Customer,No,18.0,63.23156884696538,50-64
1866,38.0,9,8834.6,3,4,4,344,Gold,007 Canary Circle,2047,NSW,Australia,12,Male,27,1992-10-07,Manufacturing,Mass Customer,No,2.0,30.96807267661281,20-34
1868,26.0,6,7566.25,3,2,4,324,Gold,87705 Hovde Center,4870,QLD,Australia,5,Female,11,1988-06-22,Retail,Mass Customer,No,10.0,35.26111086357079,35-49
1869,41.0,4,1623.4299999999998,3,1,1,311,Silver,765 6th Plaza,4226,QLD,Australia,7,Female,73,1977-10-19,Financial Services,High Net Worth,Yes,9.0,45.93621028381898,35-49
1871,94.0,4,2220.2599999999998,1,1,2,112,Bronze,66811 Lerdahl Way,4160,QLD,Australia,4,Female,52,1994-01-23,Financial Services,High Net Worth,Yes,8.0,29.673042662307246,20-34
1872,3.0,6,2620.74,4,2,2,422,Platinum,5809 Coolidge Avenue,2747,NSW,Australia,6,Male,75,1973-05-28,Manufacturing,Mass Customer,Yes,14.0,50.33055103003554,50-64
1873,8.0,4,2807.58,4,1,2,412,Platinum,2769 Banding Avenue,3189,VIC,Australia,10,Male,49,1992-07-09,Manufacturing,Affluent Customer,Yes,4.0,31.214484307241776,20-34
1874,99.0,5,2146.69,1,2,2,122,Bronze,3 Monterey Trail,2582,NSW,Australia,9,Male,17,1957-09-29,Argiculture,High Net Worth,Yes,7.0,65.9913791100098,65-79
1875,98.0,6,3921.26,1,2,3,123,Bronze,85549 Sheridan Parkway,4170,QLD,Australia,8,Male,4,1959-01-11,Retail,High Net Worth,Yes,19.0,64.70730072373219,65-79
1876,138.0,5,4057.629999999999,1,2,3,123,Bronze,4498 Donald Crossing,2525,NSW,Australia,10,Male,16,1977-05-28,Financial Services,Affluent Customer,No,21.0,46.33046889282532,35-49
